05/05/2025,Piaui Materiais de Construcoes,00307868,500003,Venda Parcelada,01/04/2025,0102,00000164.42,00000007.39,00000157.03
05/05/2025,Piaui Materiais de Construcoes,00307868,500005,Venda Parcelada,01/04/2025,0102,00000047.42,00000002.13,00000045.29
05/05/2025,Piaui Materiais de Construcoes,00307868,500002,Venda Parcelada,01/04/2025,0106,00000046.09,00000002.07,00000044.02
05/05/2025,Piaui Materiais de Construcoes,00307868,500004,Venda Parcelada,01/04/2025,0110,00000120.44,00000005.42,00000115.02
05/05/2025,Piaui Materiais de Construcoes,00307868,2,Venda,02/04/2025,0101,00000070.96,00000002.83,00000068.13
05/05/2025,Piaui Materiais de Construcoes,00307868,4,Venda,02/04/2025,0101,000000014.9,00000000.59,00000014.31
05/05/2025,Piaui Materiais de Construcoes,00307868,3,Venda Parcelada,02/04/2025,0110,000000490.0,00000022.05,00000467.95
05/05/2025,Piaui Materiais de Construcoes,00307868,500002,Venda Parcelada,03/04/2025,0102,00000194.41,00000008.74,00000185.67
05/05/2025,Piaui Materiais de Construcoes,00307868,500003,Venda Parcelada,03/04/2025,0102,00000099.13,00000004.46,00000094.67
05/05/2025,Piaui Materiais de Construcoes,,,Aluguel POS 1431,,0101,-0000000050,00000000000,-0000000050
06/05/2025,Piaui Materiais de Construcoes,00307868,3,Venda Parcelada,26/10/2024,0606,00000033.86,00000001.53,00000032.33
06/05/2025,Piaui Materiais de Construcoes,00307868,5,Venda Parcelada,27/11/2024,0505,00000022.38,00000001.03,00000021.35
06/05/2025,Piaui Materiais de Construcoes,00307868,4,Venda Parcelada,27/11/2024,0506,00000117.06,00000005.26,000000111.8
06/05/2025,Piaui Materiais de Construcoes,00307868,4,Venda Parcelada,30/01/2025,0304,000000075.0,00000003.37,00000071.63
06/05/2025,Piaui Materiais de Construcoes,00307868,5,Venda Parcelada,30/01/2025,0304,00000025.01,00000001.12,00000023.89
06/05/2025,Piaui Materiais de Construcoes,00307868,2,Venda Parcelada,30/01/2025,0310,000000190.0,00000008.55,00000181.45
06/05/2025,Piaui Materiais de Construcoes,00307868,9,Venda Parcelada,04/04/2025,0102,00000813.43,000000036.6,00000776.83
06/05/2025,Piaui Materiais de Construcoes,00307868,3,Venda Parcelada,04/04/2025,0104,00000097.66,00000004.39,00000093.27
06/05/2025,Piaui Materiais de Construcoes,00307868,4,Venda Parcelada,04/04/2025,0104,00000056.62,00000002.54,00000054.08
06/05/2025,Piaui Materiais de Construcoes,00307868,8,Venda Parcelada,04/04/2025,0105,00000105.89,00000004.76,00000101.13
06/05/2025,Piaui Materiais de Construcoes,00307868,2,Venda Parcelada,04/04/2025,0110,00000085.26,00000003.83,00000081.43
07/05/2025,Piaui Materiais de Construcoes,00307868,500003,Venda Parcelada,28/11/2024,0505,00000021.38,00000000.97,00000020.41
07/05/2025,Piaui Materiais de Construcoes,00307868,500004,Venda Parcelada,28/11/2024,0506,000000129.1,000000005.8,000000123.3
07/05/2025,Piaui Materiais de Construcoes,00307868,500003,Venda Parcelada,30/12/2024,0406,00000036.87,00000001.65,00000035.22
07/05/2025,Piaui Materiais de Construcoes,00307868,500004,Venda Parcelada,30/12/2024,0406,00000199.14,00000008.96,00000190.18
07/05/2025,Piaui Materiais de Construcoes,00307868,500002,Venda Parcelada,31/01/2025,0303,00000121.06,00000005.46,000000115.6
07/05/2025,Piaui Materiais de Construcoes,00307868,500006,Venda Parcelada,31/01/2025,0304,00000034.85,00000001.56,00000033.29
07/05/2025,Piaui Materiais de Construcoes,00307868,500004,Venda,05/04/2025,0101,00000011.97,00000000.47,000000011.5
07/05/2025,Piaui Materiais de Construcoes,00307868,500002,Venda Parcelada,05/04/2025,0102,00000037.67,00000001.69,00000035.98
07/05/2025,Piaui Materiais de Construcoes,00307868,500003,Venda Parcelada,05/04/2025,0103,00000087.02,00000003.91,00000083.11
